gene,count,length
ENST00000487273,997,2460
ENST00000331505,29,4638
ENST00000629042,297,411
ENST00000404920,225,657
ENST00000404922,1285,3696
ENST00000404929,500,2151
ENST00000404924,448,780
ENST00000223528,530,1386
ENST00000438480,194,837
ENST00000438485,100,105
ENST00000414498,388,1020
ENST00000487418,255,1281
ENST00000487416,158,228
ENST00000438495,209,660
ENST00000414487,112,279
ENST00000644593,756,798
ENST00000463452,333,765
ENST00000644585,2223,2958
ENST00000512706,278,720
ENST00000512704,956,1452
ENST00000512701,1155,2049
ENST00000414478,1474,3207
ENST00000644580,297,1059
ENST00000644578,776,1464
ENST00000512718,704,1047
ENST00000463477,23827,609
ENST00000414468,299,1884
ENST00000414461,637,1113
ENST00000414443,459,462
ENST00000414441,330,663
ENST00000414447,1934,1047
ENST00000487429,40,285
ENST00000571088,651,2520
ENST00000223500,187,660
ENST00000487430,79,294
ENST00000306601,247,1560
ENST00000306602,115,297
ENST00000414439,641,1872
ENST00000306609,3,1665
ENST00000487437,45,234
ENST00000380565,663,1317
ENST00000380562,822,2193
ENST00000379573,130,180
ENST00000379579,323,942
ENST00000595033,751,2520
ENST00000512763,1247,2643
ENST00000536730,353,1383
ENST00000536736,2313,6636
ENST00000380568,967,1338
ENST00000380569,969,1653
ENST00000380566,2004,1320
ENST00000380567,614,2619
ENST00000380575,864,2034
ENST00000379586,148,198
ENST00000379587,1116,2808
ENST00000380576,863,2118
ENST00000380573,1041,1401
ENST00000379589,2245,603
ENST00000380574,352,1275
ENST00000380572,813,1029
ENST00000355594,691,3006
ENST00000355591,2072,246
ENST00000380570,1351,660
ENST00000595042,434,1053
ENST00000380579,131,423
ENST00000536727,2853,1332
ENST00000380586,1260,1428
ENST00000379597,970,1209
ENST00000379598,411,1470
ENST00000379599,270,843
ENST00000380584,864,1977
ENST00000355585,1442,4491
ENST00000380585,38,459
ENST00000438413,281,690
ENST00000380582,1200,1290
ENST00000379593,186,351
ENST00000522110,90,732
ENST00000379595,540,1242
ENST00000522111,45,684
ENST00000522112,662,327
ENST00000438419,394,1257
ENST00000512788,208,726
ENST00000512783,367,393
ENST00000512784,1510,1317
ENST00000380588,705,1224
ENST00000512789,564,258
ENST00000438420,643,3048
ENST00000380589,123,498
ENST00000438423,2121,2121
ENST00000355574,890,2913
ENST00000380593,175,765
ENST00000355572,137,669
ENST00000380591,167,621
ENST00000595066,129,441
ENST00000355577,1113,1773
ENST00000595068,238,1017
ENST00000522109,141,453
ENST00000512796,895,1311
ENST00000536741,419,1572
ENST00000536742,849,402
ENST00000536749,165,582
ENST00000380599,614,3042
ENST00000380520,334,1131
ENST00000379530,187,243
ENST00000595073,161,531
ENST00000379535,700,1047
ENST00000379538,1834,1812
ENST00000512729,783,1314
ENST00000380529,333,1131
ENST00000380527,116,942
ENST00000512728,236,783
ENST00000380524,285,1131
ENST00000380525,731,2496
ENST00000380523,231,729
ENST00000296498,817,2628
ENST00000379542,187,345
ENST00000296499,2068,2622
ENST00000380530,967,222
ENST00000438446,373,450
ENST00000438447,4775,8520
ENST00000379540,808,3363
ENST00000296490,279,942
ENST00000379549,336,1515
ENST00000512733,353,936
ENST00000595090,457,1392
ENST00000595091,895,2913
ENST00000380539,337,1131
ENST00000380535,142,672
ENST00000512736,56,498
ENST00000512737,100,459
ENST00000380534,971,1425
ENST00000380542,470,1128
ENST00000296487,151,813
ENST00000379554,1269,1740
ENST00000296486,530,1500
ENST00000379556,1209,1599
ENST00000379550,631,1782
ENST00000379551,2968,846
ENST00000379558,1108,3060
ENST00000296484,454,1224
ENST00000512740,227,378
ENST00000536718,5,366
ENST00000536719,574,1098
ENST00000380548,4517,5289
ENST00000512749,107,249
ENST00000380546,337,1131
ENST00000536716,148,561
ENST00000380545,912,1392
ENST00000380553,863,1713
ENST00000379565,908,2223
ENST00000380554,289,972
ENST00000296474,657,4203
ENST00000379567,130,603
ENST00000379561,887,1968
ENST00000380550,612,2919
ENST00000379562,431,1182
ENST00000463405,251,351
ENST00000379568,248,1179
ENST00000296473,334,1959
ENST00000296471,393,1422
ENST00000463407,428,1458
ENST00000536708,339,1596
ENST00000536709,167,495
ENST00000380557,241,636
ENST00000512756,5988,5073
ENST00000546146,388,552
ENST00000331677,838,2877
ENST00000379611,329,1590
ENST00000355640,559,1494
ENST00000296464,600,2520
ENST00000571106,414,462
ENST00000546148,362,1845
ENST00000296468,430,1557
ENST00000571105,261,1104
ENST00000379617,68,186
ENST00000379618,110,183
ENST00000355648,2187,1557
ENST00000379619,379,957
ENST00000379612,1183,2931
ENST00000379613,542,1320
ENST00000379615,400,903
ENST00000585744,3160,2100
ENST00000316045,585,4452
ENST00000380607,2454,1059
ENST00000585746,161,582
ENST00000380605,583,2205
ENST00000380602,548,1665
ENST00000546151,180,288
ENST00000380600,175,1056
ENST00000355630,1497,2796
ENST00000355631,478,1113
ENST00000546158,413,1131
ENST00000296452,2268,11781
ENST00000522165,1535,2061
ENST00000296456,316,2199
ENST00000522167,643,1497
ENST00000355636,923,2649
ENST00000355637,6412,1188
ENST00000355634,2902,3603
ENST00000355635,5364,2856
ENST00000316027,307,1152
ENST00000379624,2321,1152
ENST00000331683,10448,1896
ENST00000316024,345,1647
ENST00000355632,370,738
ENST00000355633,323,414
ENST00000585732,1902,2343
ENST00000619500,112,375
ENST00000380618,251,933
ENST00000546160,1981,2037
ENST00000380617,733,1473
ENST00000380615,773,1473
ENST00000546165,173,804
ENST00000380610,538,3045
ENST00000380620,941,933
ENST00000379631,436,876
ENST00000296444,292,723
ENST00000379632,2319,1131
ENST00000296446,524,1149
ENST00000331659,96,459
ENST00000379638,629,570
ENST00000355628,827,4830
ENST00000561758,376,1047
ENST00000316059,591,1713
ENST00000355624,454,1539
ENST00000296440,1034,6408
ENST00000355621,813,552
ENST00000355622,1033,2520
ENST00000561754,99,1326
ENST00000380629,246,660
ENST00000585724,285,135
ENST00000380625,149,501
ENST00000296449,536,1785
ENST00000380622,211,1068
ENST00000546136,4327,2253
ENST00000380631,533,387
ENST00000331664,858,3867
ENST00000379643,809,2322
ENST00000546133,73,336
ENST00000379644,659,1908
ENST00000331666,99,2742
ENST00000296435,93,522
ENST00000379649,144,312
ENST00000379645,1235,2766
ENST00000355612,345,1476
ENST00000316048,153,678
ENST00000355610,702,2814
ENST00000331662,163,405
ENST00000595101,97,408
ENST00000316052,124,738
ENST00000355619,309,1287
ENST00000380639,353,1167
ENST00000380636,241,135
ENST00000296438,370,1395
ENST00000380637,541,387
ENST00000380634,540,387
ENST00000380635,234,135
ENST00000380633,162,135
ENST00000546141,815,3198
ENST00000272454,34,2715
ENST00000296422,1238,1548
ENST00000355683,960,2142
ENST00000296420,1173,786
ENST00000355684,424,1848
ENST00000355681,1226,1779
ENST00000296425,138,672
ENST00000272452,278,909
ENST00000296424,210,738
ENST00000355680,427,1302
ENST00000585708,2004,3273
ENST00000546109,393,702
ENST00000536782,249,468
ENST00000619527,3066,1923
ENST00000355689,374,1998
ENST00000619528,254,951
ENST00000619534,321,822
ENST00000536777,2058,3999
ENST00000620514,259,393
ENST00000561734,175,939
ENST00000316084,162,792
ENST00000619531,790,1245
ENST00000620518,338,1254
ENST00000316082,109,690
ENST00000316081,1128,6291
ENST00000341039,100,342
ENST00000341037,1881,6060
ENST00000620510,388,1584
ENST00000620511,1037,768
ENST00000522124,12530,1554
ENST00000595124,829,975
ENST00000296411,460,1161
ENST00000595125,243,849
ENST00000546111,199,264
ENST00000355673,616,3012
ENST00000296414,525,792
ENST00000272462,196,462
ENST00000296412,231,1125
ENST00000522122,622,2790
ENST00000316068,298,1176
ENST00000561743,194,645
ENST00000316077,635,2631
ENST00000619544,1018,1305
ENST00000316073,798,2355
ENST00000536761,375,723
ENST00000620529,39,399
ENST00000296417,134,387
ENST00000536769,491,2058
ENST00000546120,470,690
ENST00000341048,1187,1845
ENST00000341049,388,537
ENST00000620522,680,1641
ENST00000272433,849,1023
ENST00000355661,1772,3366
ENST00000522154,58,546
ENST00000272430,343,1692
ENST00000296402,1764,1437
ENST00000561718,226,387
ENST00000355667,1241,2613
ENST00000355665,603,2130
ENST00000355666,1641,6078
ENST00000341012,495,2016
ENST00000619513,203,462
ENST00000341010,169,459
ENST00000619511,49,492
ENST00000536794,924,1926
ENST00000522161,499,981
ENST00000341016,92,354
ENST00000272438,173,591
ENST00000355653,202,1182
ENST00000522147,754,330
ENST00000272444,234,1134
ENST00000355650,493,1272
ENST00000379600,271,1044
ENST00000595140,648,1428
ENST00000379607,225,435
ENST00000379608,478,1296
ENST00000355654,133,384
ENST00000316099,765,1425
ENST00000341023,92,393
ENST00000620502,326,882
ENST00000316097,385,690
ENST00000619521,21,186
ENST00000620507,6418,1128
ENST00000341029,922,1104
ENST00000247452,575,1122
ENST00000414423,588,1986
ENST00000487361,702,1548
ENST00000414429,376,1221
ENST00000414428,524,1071
ENST00000619578,1892,4833
ENST00000644524,1651,2325
ENST00000620557,301,642
ENST00000619577,486,777
ENST00000619574,909,1875
ENST00000619572,864,3231
ENST00000272418,412,1293
ENST00000619571,440,1716
ENST00000644529,94,603
ENST00000620552,1216,5793
ENST00000644527,364,1008
ENST00000620555,345,849
ENST00000644526,610,1932
ENST00000272421,263,1032
ENST00000306621,75,285
ENST00000272424,127,528
ENST00000487372,1834,3390
ENST00000306627,462,582
ENST00000463381,842,1743
ENST00000414416,133,417
ENST00000414417,174,486
ENST00000644513,756,1989
ENST00000644510,616,1713
ENST00000619587,282,1161
ENST00000619588,140,267
ENST00000619584,348,1554
ENST00000619580,101,309
ENST00000272425,147,684
ENST00000272427,4075,2436
ENST00000620565,660,2574
ENST00000620566,1099,6306
ENST00000164640,692,2310
ENST00000306658,406,1395
ENST00000487349,344,1764
ENST00000619547,103,156
ENST00000571163,145,294
ENST00000619556,261,1428
ENST00000620535,403,2538
ENST00000619554,845,1734
ENST00000620536,543,975
ENST00000619550,1045,1350
ENST00000644506,2102,2406
ENST00000306645,183,564
ENST00000247461,480,1779
ENST00000619559,398,1530
ENST00000619563,563,1101
ENST00000619564,916,687
ENST00000619562,443,597
ENST00000247470,73,588
ENST00000620541,1486,2742
ENST00000620544,740,1428
ENST00000306675,616,1563
ENST00000546188,3682,3012
ENST00000355602,47,213
ENST00000585786,58,219
ENST00000546190,12078,4569
ENST00000546191,515,942
ENST00000546192,275,1062
ENST00000620595,281,711
ENST00000620596,2460,8166
ENST00000306682,256,2196
ENST00000620599,108,414
ENST00000546196,14,174
ENST00000571133,322,1473
ENST00000306666,1080,1173
ENST00000571134,405,936
ENST00000223459,219,831
ENST00000585778,440,1521
ENST00000644551,696,1395
ENST00000585773,494,1752
ENST00000487389,322,936
ENST00000306698,340,879
ENST00000571129,44,84
ENST00000620578,247,474
ENST00000644543,1594,2187
ENST00000644544,60,792
ENST00000619596,471,1527
ENST00000561796,396,627
ENST00000619594,157,303
ENST00000619595,431,1194
ENST00000620571,3126,5574
ENST00000561792,208,423
ENST00000620575,1041,3597
ENST00000546179,721,1623
ENST00000306687,409,936
ENST00000306688,274,2013
ENST00000316005,824,1815
ENST00000644531,18,276
ENST00000620581,2317,2475
ENST00000546183,1653,1104
ENST00000331628,307,717
ENST00000380289,371,1155
ENST00000414144,250,1188
ENST00000380283,239,696
ENST00000380281,534,2616
ENST00000477719,359,1230
ENST00000644491,787,462
ENST00000453744,414,444
ENST00000453741,658,1911
ENST00000644486,661,1086
ENST00000428789,1173,2406
ENST00000477717,1908,1011
ENST00000233202,457,1653
ENST00000438120,1494,5697
ENST00000414154,122,324
ENST00000380298,797,1086
ENST00000380299,205,444
ENST00000477708,292,1596
ENST00000380293,79,495
ENST00000380290,188,309
ENST00000380291,111,483
ENST00000247843,256,684
ENST00000477703,44,213
ENST00000428778,96,188
ENST00000644474,2064,5040
ENST00000453757,210,753
ENST00000438132,1299,3159
ENST00000247879,150,951
ENST00000428771,99,744
ENST00000404798,253,840
ENST00000453766,136,1242
ENST00000477737,2255,3885
ENST00000404795,215,1629
ENST00000477738,133,531
ENST00000438146,1472,1356
ENST00000355299,194,1047
ENST00000355296,361,1362
ENST00000355295,746,3297
ENST00000428762,6789,10383
ENST00000247866,143,318
ENST00000453777,840,870
ENST00000644458,662,3927
ENST00000477726,95,579
ENST00000453779,1371,960
ENST00000644452,311,939
ENST00000438150,540,1998
ENST00000380243,749,1260
ENST00000380244,418,1578
ENST00000463117,500,1482
ENST00000380241,702,1761
ENST00000379253,95,363
ENST00000379254,147,432
ENST00000379255,783,1869
ENST00000247815,713,3264
ENST00000394888,382,1416
ENST00000394886,387,1794
ENST00000453788,493,1482
ENST00000394884,86,456
ENST00000394885,230,954
ENST00000394883,209,651
ENST00000404774,610,813
ENST00000428746,1456,2943
ENST00000379262,297,900
ENST00000380249,2487,5406
ENST00000438166,1057,2184
ENST00000438167,127,498
ENST00000379268,145,726
ENST00000438169,291,975
ENST00000380254,431,879
ENST00000380252,5527,279
ENST00000379263,480,1866
ENST00000379264,794,2169
ENST00000380250,3070,9039
ENST00000379265,121,705
ENST00000404790,594,2685
ENST00000404792,148,585
ENST00000394899,376,1128
ENST00000394897,376,888
ENST00000404789,237,882
ENST00000404783,1818,1047
ENST00000394893,734,1902
ENST00000394894,367,2673
ENST00000379270,150,516
ENST00000453791,335,1011
ENST00000394890,671,1605
ENST00000380258,141,198
ENST00000463135,473,249
ENST00000223862,132,558
ENST00000379279,143,363
ENST00000380265,750,2961
ENST00000380266,335,2295
ENST00000379274,1508,3495
ENST00000380262,500,2778
ENST00000379277,137,363
ENST00000404760,835,3570
ENST00000223865,299,828
ENST00000247833,634,1383
ENST00000223864,484,444
ENST00000477776,116,129
ENST00000404754,636,1080
ENST00000404755,514,1269
ENST00000428726,748,2229
ENST00000404751,305,1689
ENST00000404752,879,2208
ENST00000404753,435,1962
ENST00000428724,278,1932
ENST00000438182,437,1677
ENST00000379283,143,363
ENST00000379284,508,864
ENST00000477775,616,2217
ENST00000438189,344,513
ENST00000379289,640,2022
ENST00000380276,402,723
ENST00000380274,256,978
ENST00000379286,143,363
ENST00000379287,1001,1173
ENST00000380272,256,978
ENST00000379288,330,1215
ENST00000404771,5465,3867
ENST00000644499,963,849
ENST00000585598,149,390
ENST00000404767,1423,6573
ENST00000247829,463,714
ENST00000644495,503,1707
ENST00000379295,416,1140
ENST00000585591,167,675
ENST00000379290,640,2022
ENST00000585595,488,1893
ENST00000380201,186,897
ENST00000379213,976,2196
ENST00000379214,1017,2856
ENST00000355243,836,1185
ENST00000379215,226,912
ENST00000380200,46,240
ENST00000379211,329,999
ENST00000331272,556,1239
ENST00000394849,207,798
ENST00000370882,512,465
ENST00000394846,308,234
ENST00000370885,126,513
ENST00000370886,125,537
ENST00000369886,144,609
ENST00000536612,994,3303
ENST00000369887,313,1527
ENST00000370888,995,1575
ENST00000369883,97,321
ENST00000369880,349,1128
ENST00000512648,4955,942
ENST00000380205,140,570
ENST00000380206,123,567
ENST00000536616,425,291
ENST00000512649,10,291
ENST00000512646,519,1326
ENST00000369888,679,2679
ENST00000369889,343,1029
ENST00000331289,57,582
ENST00000355235,752,3702
ENST00000379224,85,264
ENST00000380210,125,570
ENST00000355233,6384,4521
ENST00000379226,363,597
ENST00000380211,326,945
ENST00000355231,777,1161
ENST00000379221,410,453
ENST00000394859,386,1881
ENST00000370893,694,456
ENST00000331285,257,936
ENST00000355238,606,1689
ENST00000394857,406,1275
ENST00000370894,337,510
ENST00000394858,269,1335
ENST00000370895,2246,2094
ENST00000394855,304,1281
ENST00000355237,432,1569
ENST00000394853,1994,1536
ENST00000369875,303,1659
ENST00000370898,353,1824
ENST00000394854,2007,1566
ENST00000370899,3205,2532
ENST00000512653,812,3504
ENST00000536603,316,999
ENST00000394852,292,1194
ENST00000394850,1024,2649
ENST00000369872,300,819
ENST00000369870,424,2169
ENST00000536609,2420,1812
ENST00000380219,308,939
ENST00000380216,168,570
ENST00000536605,102,516
ENST00000369878,1301,2628
ENST00000331256,498,1317
ENST00000380224,280,933
ENST00000355221,875,1398
ENST00000380221,294,831
ENST00000379236,184,834
ENST00000379237,996,2556
ENST00000380222,154,570
ENST00000355220,382,1290
ENST00000331251,276,987
ENST00000379238,1178,3360
ENST00000355228,128,330
ENST00000394869,398,2313
ENST00000379239,290,1077
ENST00000394867,423,912
ENST00000536633,470,1104
ENST00000369864,197,1482
ENST00000394865,391,540
ENST00000536635,752,2280
ENST00000369862,188,1482
ENST00000394863,282,1386
ENST00000394861,528,1611
ENST00000536630,661,2391
ENST00000380229,149,588
ENST00000379240,702,2094
ENST00000369868,106,756
ENST00000380228,594,1212
ENST00000380225,143,570
ENST00000379245,430,1143
ENST00000331268,342,1089
ENST00000379246,787,2127
ENST00000380232,144,564
ENST00000379248,244,573
ENST00000379241,1323,1971
ENST00000379242,1323,2082
ENST00000379244,715,2094
ENST00000512680,252,381
ENST00000223836,103,633
ENST00000512681,5338,1017
ENST00000355216,525,1014
ENST00000331264,122,876
ENST00000394877,262,1020
ENST00000394876,246,1020
ENST00000369851,651,1065
ENST00000394874,135,660
ENST00000394872,2457,5124
ENST00000369850,1579,7944
ENST00000536621,3367,16008
ENST00000379251,92,453
ENST00000536626,684,1581
ENST00000536628,317,1857
ENST00000380237,5182,444
ENST00000369856,1561,7863
ENST00000355289,4959,2727
ENST00000414188,949,1734
ENST00000355288,2606,3006
ENST00000355285,594,1545
ENST00000355286,3089,1920
ENST00000355283,345,1011
ENST00000394809,807,2460
ENST00000394806,207,282
ENST00000453707,138,660
ENST00000394807,250,1725
ENST00000394804,415,444
ENST00000394805,713,2544
ENST00000394803,399,444
ENST00000394800,821,2688
ENST00000370841,503,1266
ENST00000394801,399,444
ENST00000370842,223,1086
ENST00000453700,618,1098
ENST00000370844,619,777
ENST00000370846,224,924
ENST00000370848,361,945
ENST00000453702,326,999
ENST00000370849,311,915
ENST00000414192,543,660
ENST00000512605,536,2709
ENST00000414179,214,264
ENST00000355279,315,663
ENST00000355272,953,3648
ENST00000355273,306,945
ENST00000394817,1258,1386
ENST00000394818,640,2757
ENST00000394815,381,1359
ENST00000370850,1850,714
ENST00000370853,456,1065
ENST00000370854,224,1134
ENST00000394810,535,2934
ENST00000370855,4370,2160
ENST00000370857,482,1029
ENST00000370858,60,450
ENST00000370859,4424,2154
ENST00000453712,1113,1824
ENST00000355281,288,939
ENST00000512619,1321,171
ENST00000355282,1308,1167
ENST00000414183,716,1986
ENST00000355280,924,3999
